year,state,code,source,generation,price,revenue
2015,West Virginia,WV,Natural Gas,1303630.0,0.011023890784982934,14.371074744027304
2015,West Virginia,WV,Petroleum,140214.0,0.023003412969283276,3.225400546075085
2015,West Virginia,WV,Other Biomass,4980.0,0.074,0.36852
2015,West Virginia,WV,Wind,1376232.0,0.205,282.12756
2015,Wyoming,WY,Coal,43091189.0,0.007574954429995427,326.4137930093202
2015,Wyoming,WY,Hydroelectric Conventional,868261.0,0.036,31.257395999999996
2015,Wyoming,WY,Natural Gas,722304.0,0.011023890784982934,7.962600409556313
2015,Wyoming,WY,Petroleum,44898.0,0.023003412969283276,1.0328072354948805
2015,Wyoming,WY,Wind,3756708.0,0.205,770.12514
2016,Alaska,AK,Coal,594139.0,0.007199618850130788,4.277574343997856
2016,Alaska,AK,Hydroelectric Conventional,1659152.0,0.048,79.639296
2016,Alaska,AK,Natural Gas,3040487.0,0.009795221843003413,29.78224467576792
2016,Alaska,AK,Petroleum,831330.0,0.0178839590443686,14.867471672354947
2016,Alaska,AK,Other Biomass,43017.0,0.073,3.140241
2016,Alaska,AK,Wind,169301.0,0.178,30.135578
2016,Alabama,AL,Coal,34258406.0,0.007199618850130788,246.64746561303372
2016,Alabama,AL,Hydroelectric Conventional,6984803.0,0.048,335.270544
2016,Alabama,AL,Natural Gas,57803618.0,0.009795221843003413,566.1992616382253
2016,Alabama,AL,Petroleum,45832.0,0.0178839590443686,0.8196576109215017
2016,Alabama,AL,Solar Thermal and Photovoltaic,31261.0,0.358,11.191438
2016,Alabama,AL,Other Biomass,38110.0,0.073,2.78203
2016,Arkansas,AR,Coal,23800070.0,0.007199618850130788,171.35143260643227
2016,Arkansas,AR,Hydroelectric Conventional,3569986.0,0.048,171.359328
2016,Arkansas,AR,Natural Gas,18171187.0,0.009795221843003413,177.99080781569967
2016,Arkansas,AR,Petroleum,42363.0,0.0178839590443686,0.7576181569965871
2016,Arkansas,AR,Solar Thermal and Photovoltaic,26142.0,0.358,9.358836
2016,Arkansas,AR,Other Biomass,112707.0,0.073,8.227611
2016,Arizona,AZ,Coal,30403392.0,0.007199618850130788,218.8928341511156
2016,Arizona,AZ,Hydroelectric Conventional,7167763.0,0.048,344.052624
2016,Arizona,AZ,Natural Gas,34182808.0,0.009795221843003413,334.82818757679183
2016,Arizona,AZ,Petroleum,51595.0,0.0178839590443686,0.9227228668941979
2016,Arizona,AZ,Solar Thermal and Photovoltaic,3765825.0,0.358,1348.16535
2016,Arizona,AZ,Other Biomass,38242.0,0.073,2.791666
2016,Arizona,AZ,Wind,541582.0,0.178,96.401596
2016,California,CA,Coal,318876.0,0.007199618850130788,2.2957856604543054
2016,California,CA,Geothermal,11457299.0,0.071,813.4682289999998
2016,California,CA,Hydroelectric Conventional,28942121.0,0.048,1389.221808
2016,California,CA,Natural Gas,97073664.0,0.009795221843003413,950.8580739931741
2016,California,CA,Petroleum,175581.0,0.0178839590443686,3.1400834129692834
2016,California,CA,Solar Thermal and Photovoltaic,18806711.0,0.358,6732.802538
2016,California,CA,Other Biomass,2909930.0,0.073,212.42489
2016,California,CA,Wind,13509039.0,0.178,2404.608942
2016,Colorado,CO,Coal,29948675.0,0.007199618850130788,215.6190450664407
2016,Colorado,CO,Hydroelectric Conventional,1902571.0,0.048,91.323408
2016,Colorado,CO,Natural Gas,12679439.0,0.009795221843003413,124.19791784982937
2016,Colorado,CO,Petroleum,6975.0,0.0178839590443686,0.12474061433447099
2016,Colorado,CO,Solar Thermal and Photovoltaic,538109.0,0.358,192.643022
2016,Colorado,CO,Other Biomass,76483.0,0.073,5.583259
2016,Colorado,CO,Wind,9421204.0,0.178,1676.974312
2016,Connecticut,CT,Coal,177370.0,0.007199618850130788,1.276996395447698
2016,Connecticut,CT,Hydroelectric Conventional,224145.0,0.048,10.75896
2016,Connecticut,CT,Natural Gas,17951503.0,0.009795221843003413,175.8389543003413
2016,Connecticut,CT,Petroleum,91735.0,0.0178839590443686,1.6405849829351538
2016,Connecticut,CT,Solar Thermal and Photovoltaic,24518.0,0.358,8.777444
2016,Connecticut,CT,Other Biomass,618838.0,0.073,45.175174
2016,Connecticut,CT,Wind,12742.0,0.178,2.268076
2016,District of Columbia,DC,Natural Gas,22702.0,0.009795221843003413,0.2223711262798635
2016,District of Columbia,DC,Petroleum,1001.0,0.0178839590443686,0.017901843003412972
2016,District of Columbia,DC,Other Biomass,52771.0,0.073,3.8522829999999995
2016,Delaware,DE,Coal,479350.0,0.007199618850130788,3.4511372958101934
2016,Delaware,DE,Natural Gas,7787469.0,0.009795221843003413,76.27998645051194
2016,Delaware,DE,Petroleum,62571.0,0.0178839590443686,1.1190172013651878
2016,Delaware,DE,Solar Thermal and Photovoltaic,51086.0,0.358,18.288788
2016,Delaware,DE,Other Biomass,67987.0,0.073,4.963051
2016,Delaware,DE,Wind,5321.0,0.178,0.947138
2016,Florida,FL,Coal,39429468.0,0.007199618850130788,283.8771410634287
2016,Florida,FL,Hydroelectric Conventional,174551.0,0.048,8.378448
2016,Florida,FL,Natural Gas,158495445.0,0.009795221843003413,1552.498044880546
2016,Florida,FL,Petroleum,2820303.0,0.0178839590443686,50.4381833447099
2016,Florida,FL,Solar Thermal and Photovoltaic,223983.0,0.358,80.185914
2016,Florida,FL,Other Biomass,2671282.0,0.073,195.003586
2016,Georgia,GA,Coal,37890474.0,0.007199618850130788,272.79697085079056
2016,Georgia,GA,Hydroelectric Conventional,3372677.0,0.048,161.888496
2016,Georgia,GA,Natural Gas,52862464.0,0.009795221843003413,517.7995620477816
2016,Georgia,GA,Petroleum,211845.0,0.0178839590443686,3.788627303754266
2016,Georgia,GA,Solar Thermal and Photovoltaic,880923.0,0.358,315.370434
2016,Georgia,GA,Other Biomass,270887.0,0.073,19.774751
2016,Hawaii,HI,Coal,1497380.0,0.007199618850130788,10.78056527380884
2016,Hawaii,HI,Geothermal,260102.0,0.071,18.467242
2016,Hawaii,HI,Hydroelectric Conventional,90849.0,0.048,4.360752
2016,Hawaii,HI,Petroleum,6640316.0,0.0178839590443686,118.75513938566552
2016,Hawaii,HI,Solar Thermal and Photovoltaic,88511.0,0.358,31.686938
2016,Hawaii,HI,Other Biomass,359466.0,0.073,26.241018
2016,Hawaii,HI,Wind,639127.0,0.178,113.764606
2016,Iowa,IA,Coal,25198347.0,0.007199618850130788,181.4184940533366
2016,Iowa,IA,Hydroelectric Conventional,916789.0,0.048,44.005872
2016,Iowa,IA,Natural Gas,2960947.0,0.009795221843003413,29.003132730375427
2016,Iowa,IA,Petroleum,277773.0,0.0178839590443686,4.967680955631399
2016,Iowa,IA,Solar Thermal and Photovoltaic,151.0,0.358,0.054058
2016,Iowa,IA,Other Biomass,250670.0,0.073,18.29891
2016,Iowa,IA,Wind,20071999.0,0.178,3572.815822
2016,Idaho,ID,Coal,29188.0,0.007199618850130788,0.21014247499761746
2016,Idaho,ID,Geothermal,71995.0,0.071,5.111645
2016,Idaho,ID,Hydroelectric Conventional,9033272.0,0.048,433.597056
2016,Idaho,ID,Natural Gas,3321462.0,0.009795221843003413,32.5344571331058
2016,Idaho,ID,Petroleum,183.0,0.0178839590443686,0.003272764505119454
2016,Idaho,ID,Solar Thermal and Photovoltaic,29801.0,0.358,10.668758
2016,Idaho,ID,Other Biomass,118428.0,0.073,8.645244
2016,Idaho,ID,Wind,2578415.0,0.178,458.95787
2016,Illinois,IL,Coal,59337802.0,0.007199618850130788,427.2095578045284
2016,Illinois,IL,Hydroelectric Conventional,132834.0,0.048,6.376032
2016,Illinois,IL,Natural Gas,17484691.0,0.009795221843003413,171.2664272013652
2016,Illinois,IL,Petroleum,69503.0,0.0178839590443686,1.2429888054607507
2016,Illinois,IL,Solar Thermal and Photovoltaic,48810.0,0.358,17.47398
2016,Illinois,IL,Other Biomass,467012.0,0.073,34.091876
2016,Illinois,IL,Wind,10663434.0,0.178,1898.091252
2016,Indiana,IN,Coal,72533080.0,0.007199618850130788,522.2105300260445
2016,Indiana,IN,Hydroelectric Conventional,426265.0,0.048,20.46072
2016,Indiana,IN,Natural Gas,19995659.0,0.009795221843003413,195.86191580204778
2016,Indiana,IN,Petroleum,610407.0,0.0178839590443686,10.916493788395904
2016,Indiana,IN,Solar Thermal and Photovoltaic,225841.0,0.358,80.851078
2016,Indiana,IN,Other Biomass,432790.0,0.073,31.593669999999996
2016,Indiana,IN,Wind,4899474.0,0.178,872.106372
2016,Kansas,KS,Coal,23096064.0,0.007199618850130788,166.2828577382271
2016,Kansas,KS,Hydroelectric Conventional,30538.0,0.048,1.465824
2016,Kansas,KS,Natural Gas,2027207.0,0.009795221843003413,19.85694228668942
2016,Kansas,KS,Petroleum,28324.0,0.0178839590443686,0.5065452559726963
2016,Kansas,KS,Solar Thermal and Photovoltaic,2102.0,0.358,0.752516
2016,Kansas,KS,Other Biomass,58832.0,0.073,4.294736
2016,Kansas,KS,Wind,14110881.0,0.178,2511.736818
2016,Kentucky,KY,Coal,66822058.0,0.007199618850130788,481.0933483813329
2016,Kentucky,KY,Hydroelectric Conventional,3477930.0,0.048,166.94064
2016,Kentucky,KY,Natural Gas,8228334.0,0.009795221843003413,80.59835692832765
2016,Kentucky,KY,Petroleum,1218601.0,0.0178839590443686,21.79341037542662
2016,Kentucky,KY,Solar Thermal and Photovoltaic,11732.0,0.358,4.200056
2016,Kentucky,KY,Other Biomass,104776.0,0.073,7.648647999999999
2016,Louisiana,LA,Coal,12013649.0,0.007199618850130788,86.4936937992549
2016,Louisiana,LA,Hydroelectric Conventional,1103023.0,0.048,52.945104
2016,Louisiana,LA,Natural Gas,66479142.0,0.009795221843003413,651.1779438225257
2016,Louisiana,LA,Petroleum,4819225.0,0.0178839590443686,86.18682252559728
2016,Louisiana,LA,Other Biomass,87334.0,0.073,6.375382
2016,Massachusetts,MA,Coal,1874932.0,0.007199618850130788,13.49879576991342
2016,Massachusetts,MA,Hydroelectric Conventional,712516.0,0.048,34.200768
2016,Massachusetts,MA,Natural Gas,21143936.0,0.009795221843003413,207.10954375426624
2016,Massachusetts,MA,Petroleum,422281.0,0.0178839590443686,7.552056109215018
2016,Massachusetts,MA,Solar Thermal and Photovoltaic,609281.0,0.358,218.122598
2016,Massachusetts,MA,Other Biomass,1075330.0,0.073,78.49909
2016,Massachusetts,MA,Wind,216123.0,0.178,38.469894
2016,Maryland,MD,Coal,13826213.0,0.007199618850130788,99.54346374072335
2016,Maryland,MD,Hydroelectric Conventional,1392187.0,0.048,66.824976
2016,Maryland,MD,Natural Gas,5423046.0,0.009795221843003413,53.119938634812286
2016,Maryland,MD,Petroleum,160550.0,0.0178839590443686,2.8712696245733786
2016,Maryland,MD,Solar Thermal and Photovoltaic,208657.0,0.358,74.699206
2016,Maryland,MD,Other Biomass,422029.0,0.073,30.808116999999996
2016,Maryland,MD,Wind,527114.0,0.178,93.826292
2016,Maine,ME,Coal,69823.0,0.007199618850130788,0.5026989869726821
2016,Maine,ME,Hydroelectric Conventional,2999688.0,0.048,143.985024
2016,Maine,ME,Natural Gas,3498340.0,0.009795221843003413,34.26701638225256
2016,Maine,ME,Petroleum,109924.0,0.0178839590443686,1.965876313993174
2016,Maine,ME,Other Biomass,184926.0,0.073,13.499598
2016,Maine,ME,Wind,1667103.0,0.178,296.744334
2016,Michigan,MI,Coal,40526872.0,0.007199618850130788,291.77803158803766
2016,Michigan,MI,Hydroelectric Conventional,1564355.0,0.048,75.08904
2016,Michigan,MI,Natural Gas,29295154.0,0.009795221843003413,286.9525323549488
2016,Michigan,MI,Petroleum,818979.0,0.0178839590443686,14.646586894197952
2016,Michigan,MI,Solar Thermal and Photovoltaic,9235.0,0.358,3.30613
2016,Michigan,MI,Other Biomass,972596.0,0.073,70.999508
2016,Michigan,MI,Wind,4695783.0,0.178,835.849374
2016,Minnesota,MN,Coal,23206289.0,0.007199618850130788,167.07643572598275
2016,Minnesota,MN,Hydroelectric Conventional,1208502.0,0.048,58.008096
2016,Minnesota,MN,Natural Gas,8928076.0,0.009795221843003413,87.45248505119454
2016,Minnesota,MN,Petroleum,32027.0,0.0178839590443686,0.5727695563139932
2016,Minnesota,MN,Solar Thermal and Photovoltaic,10107.0,0.358,3.618306
2016,Minnesota,MN,Other Biomass,674321.0,0.073,49.225433
2016,Minnesota,MN,Wind,9933487.0,0.178,1768.160686
2016,Missouri,MO,Coal,60321890.0,0.007199618850130788,434.2946163195159
2016,Missouri,MO,Hydroelectric Conventional,1268473.0,0.048,60.886704
2016,Missouri,MO,Natural Gas,6031568.0,0.009795221843003413,59.08054662116041
2016,Missouri,MO,Petroleum,78016.0,0.0178839590443686,1.3952349488054607
2016,Missouri,MO,Solar Thermal and Photovoltaic,32684.0,0.358,11.700872
2016,Missouri,MO,Other Biomass,91476.0,0.073,6.677748
2016,Missouri,MO,Wind,1121883.0,0.178,199.695174
2016,Mississippi,MS,Coal,5342026.0,0.007199618850130788,38.46055108748878
2016,Mississippi,MS,Natural Gas,50094739.0,0.009795221843003413,490.689081672355
2016,Mississippi,MS,Petroleum,17785.0,0.0178839590443686,0.31806621160409554
2016,Mississippi,MS,Solar Thermal and Photovoltaic,0.0,0.358,0.0
2016,Mississippi,MS,Other Biomass,11419.0,0.073,0.833587
2016,Montana,MT,Coal,14269222.0,0.007199618850130788,102.73295968790094
2016,Montana,MT,Hydroelectric Conventional,10082529.0,0.048,483.961392
2016,Montana,MT,Natural Gas,476061.0,0.009795221843003413,4.663123105802048
2016,Montana,MT,Petroleum,459923.0,0.0178839590443686,8.22524409556314
2016,Montana,MT,Wind,2140191.0,0.178,380.953998
2016,North Carolina,NC,Coal,37435780.0,0.007199618850130788,269.52334735734917
2016,North Carolina,NC,Hydroelectric Conventional,4417186.0,0.048,212.024928
2016,North Carolina,NC,Natural Gas,39251102.0,0.009795221843003413,384.47325167235493
2016,North Carolina,NC,Petroleum,251193.0,0.0178839590443686,4.492325324232082
2016,North Carolina,NC,Solar Thermal and Photovoltaic,3421128.0,0.358,1224.763824
2016,North Carolina,NC,Other Biomass,595865.0,0.073,43.498145
2016,North Carolina,NC,Wind,6233.0,0.178,1.109474
2016,North Dakota,ND,Coal,26580350.0,0.007199618850130788,191.3683889030739
2016,North Dakota,ND,Hydroelectric Conventional,1912005.0,0.048,91.77624
2016,North Dakota,ND,Natural Gas,1071107.0,0.009795221843003413,10.491730682593857
2016,North Dakota,ND,Petroleum,30109.0,0.0178839590443686,0.5384681228668943
2016,North Dakota,ND,Other Biomass,5606.0,0.073,0.409238
2016,North Dakota,ND,Wind,8171922.0,0.178,1454.602116
2016,Nebraska,NE,Coal,21897715.0,0.007199618850130788,157.65520168879172
2016,Nebraska,NE,Hydroelectric Conventional,856408.0,0.048,41.107584
2016,Nebraska,NE,Natural Gas,537910.0,0.009795221843003413,5.268947781569966
2016,Nebraska,NE,Petroleum,-17940.0,0.0178839590443686,-0.3208382252559727
2016,Nebraska,NE,Solar Thermal and Photovoltaic,3981.0,0.358,1.425198
2016,Nebraska,NE,Other Biomass,97817.0,0.073,7.140641
2016,Nebraska,NE,Wind,3798387.0,0.178,676.112886
2016,New Hampshire,NH,Coal,422017.0,0.007199618850130788,3.038361548275645
2016,New Hampshire,NH,Hydroelectric Conventional,1145386.0,0.048,54.978528
2016,New Hampshire,NH,Natural Gas,4744436.0,0.009795221843003413,46.47280313993175
2016,New Hampshire,NH,Petroleum,38798.0,0.0178839590443686,0.6938618430034129
2016,New Hampshire,NH,Other Biomass,124940.0,0.073,9.12062
2016,New Hampshire,NH,Wind,432324.0,0.178,76.953672
2016,New Jersey,NJ,Coal,1314541.0,0.007199618850130788,9.464194162869777
2016,New Jersey,NJ,Hydroelectric Conventional,9478.0,0.048,0.454944
2016,New Jersey,NJ,Natural Gas,43807453.0,0.009795221843003413,429.1037205119454
2016,New Jersey,NJ,Petroleum,146126.0,0.0178839590443686,2.613311399317406
2016,New Jersey,NJ,Solar Thermal and Photovoltaic,834879.0,0.358,298.886682
2016,New Jersey,NJ,Other Biomass,982778.0,0.073,71.742794
2016,New Jersey,NJ,Wind,20841.0,0.178,3.709698
2016,New Mexico,NM,Coal,18365270.0,0.007199618850130788,132.22294407974147
2016,New Mexico,NM,Geothermal,14218.0,0.071,1.0094779999999999
2016,New Mexico,NM,Hydroelectric Conventional,147972.0,0.048,7.102656
2016,New Mexico,NM,Natural Gas,9957553.0,0.009795221843003413,97.53644064846418
2016,New Mexico,NM,Petroleum,51683.0,0.0178839590443686,0.9242966552901023
2016,New Mexico,NM,Solar Thermal and Photovoltaic,751836.0,0.358,269.157288
2016,New Mexico,NM,Other Biomass,17813.0,0.073,1.300349
2016,New Mexico,NM,Wind,3605421.0,0.178,641.764938
2016,Nevada,NV,Coal,2166831.0,0.007199618850130788,15.600357312647747
2016,Nevada,NV,Geothermal,3353399.0,0.071,238.09132899999997
2016,Nevada,NV,Hydroelectric Conventional,1789219.0,0.048,85.882512
2016,Nevada,NV,Natural Gas,28921612.0,0.009795221843003413,283.2936055972697
2016,Nevada,NV,Petroleum,10985.0,0.0178839590443686,0.1964552901023891
2016,Nevada,NV,Solar Thermal and Photovoltaic,3124060.0,0.358,1118.41348
2016,Nevada,NV,Other Biomass,55264.0,0.073,4.034272
2016,Nevada,NV,Wind,343865.0,0.178,61.20797
2016,New York,NY,Coal,1770238.0,0.007199618850130788,12.745038874017828
2016,New York,NY,Hydroelectric Conventional,26888234.0,0.048,1290.635232
2016,New York,NY,Natural Gas,56793336.0,0.009795221843003413,556.3033253242321
2016,New York,NY,Petroleum,642952.0,0.0178839590443686,11.49852723549488
2016,New York,NY,Solar Thermal and Photovoltaic,139611.0,0.358,49.980738
2016,New York,NY,Other Biomass,1604650.0,0.073,117.13945
2016,New York,NY,Wind,3940180.0,0.178,701.35204
2016,Ohio,OH,Coal,68775164.0,0.007199618850130788,495.15496715523636
2016,Ohio,OH,Hydroelectric Conventional,500320.0,0.048,24.01536
2016,Ohio,OH,Natural Gas,28942397.0,0.009795221843003413,283.4971992832764
2016,Ohio,OH,Petroleum,1181253.0,0.0178839590443686,21.125480273037542
2016,Ohio,OH,Solar Thermal and Photovoltaic,65558.0,0.358,23.469764
2016,Ohio,OH,Other Biomass,450016.0,0.073,32.851167999999994
2016,Ohio,OH,Wind,1245337.0,0.178,221.669986
2016,Oklahoma,OK,Coal,19158044.0,0.007199618850130788,137.93061471403504
2016,Oklahoma,OK,Hydroelectric Conventional,2573424.0,0.048,123.524352
2016,Oklahoma,OK,Natural Gas,36529086.0,0.009795221843003413,357.8105010921502
2016,Oklahoma,OK,Petroleum,17261.0,0.0178839590443686,0.3086950170648464
2016,Oklahoma,OK,Solar Thermal and Photovoltaic,5436.0,0.358,1.946088
2016,Oklahoma,OK,Other Biomass,119090.0,0.073,8.69357
2016,Oklahoma,OK,Wind,20069089.0,0.178,3572.297842
2016,Oregon,OR,Coal,1898202.0,0.007199618850130788,13.666330900555963
2016,Oregon,OR,Geothermal,183700.0,0.071,13.042699999999998
2016,Oregon,OR,Hydroelectric Conventional,34549366.0,0.048,1658.369568
2016,Oregon,OR,Natural Gas,15306661.0,0.009795221843003413,149.9321401706485
2016,Oregon,OR,Petroleum,4850.0,0.0178839590443686,0.0867372013651877
2016,Oregon,OR,Solar Thermal and Photovoltaic,40936.0,0.358,14.655088
2016,Oregon,OR,Other Biomass,359105.0,0.073,26.214665
2016,Oregon,OR,Wind,7157128.0,0.178,1273.968784
2016,Pennsylvania,PA,Coal,54672030.0,0.007199618850130788,393.617777762916
2016,Pennsylvania,PA,Hydroelectric Conventional,2374519.0,0.048,113.976912
2016,Pennsylvania,PA,Natural Gas,68048646.0,0.009795221843003413,666.5515836860069
2016,Pennsylvania,PA,Petroleum,363224.0,0.0178839590443686,6.49588313993174
2016,Pennsylvania,PA,Solar Thermal and Photovoltaic,74805.0,0.358,26.78019
2016,Pennsylvania,PA,Other Biomass,1883317.0,0.073,137.482141
2016,Pennsylvania,PA,Wind,3476246.0,0.178,618.771788
2016,Rhode Island,RI,Coal,0.0,0.007199618850130788,0.0
2016,Rhode Island,RI,Hydroelectric Conventional,2128.0,0.048,0.102144
2016,Rhode Island,RI,Natural Gas,6290503.0,0.009795221843003413,61.616872389078495
2016,Rhode Island,RI,Petroleum,26283.0,0.0178839590443686,0.4700440955631399
2016,Rhode Island,RI,Solar Thermal and Photovoltaic,14663.0,0.358,5.249354
2016,Rhode Island,RI,Other Biomass,204776.0,0.073,14.948647999999999
2016,Rhode Island,RI,Wind,26532.0,0.178,4.722696
2016,South Carolina,SC,Coal,21002914.0,0.007199618850130788,151.21297554207584
2016,South Carolina,SC,Hydroelectric Conventional,2226074.0,0.048,106.851552
2016,South Carolina,SC,Natural Gas,16366854.0,0.009795221843003413,160.31696580204778
2016,South Carolina,SC,Petroleum,113862.0,0.0178839590443686,2.0363033447098977
2016,South Carolina,SC,Solar Thermal and Photovoltaic,4971.0,0.358,1.779618
2016,South Carolina,SC,Other Biomass,179761.0,0.073,13.122553
2016,South Dakota,SD,Coal,2082680.0,0.007199618850130788,14.99450218679039
2016,South Dakota,SD,Hydroelectric Conventional,4805526.0,0.048,230.665248
2016,South Dakota,SD,Natural Gas,918561.0,0.009795221843003413,8.99750877133106
2016,South Dakota,SD,Petroleum,2793.0,0.0178839590443686,0.0499498976109215
2016,South Dakota,SD,Solar Thermal and Photovoltaic,364.0,0.358,0.130312
2016,South Dakota,SD,Other Biomass,0.0,0.073,0.0
2016,South Dakota,SD,Wind,3714259.0,0.178,661.138102
2016,Tennessee,TN,Coal,31167634.0,0.007199618850130788,224.39508526037727
2016,Tennessee,TN,Hydroelectric Conventional,6774061.0,0.048,325.154928
2016,Tennessee,TN,Natural Gas,11318515.0,0.009795221843003413,110.86736535836178
2016,Tennessee,TN,Petroleum,121581.0,0.0178839590443686,2.1743496245733787
2016,Tennessee,TN,Solar Thermal and Photovoltaic,78617.0,0.358,28.144886
2016,Tennessee,TN,Other Biomass,90737.0,0.073,6.623801
2016,Tennessee,TN,Wind,37747.0,0.178,6.718966
2016,Texas,TX,Coal,121230932.0,0.007199618850130788,872.8165032461238
2016,Texas,TX,Hydroelectric Conventional,1342005.0,0.048,64.41624
2016,Texas,TX,Natural Gas,225976260.0,0.009795221843003413,2213.4875979522185
2016,Texas,TX,Petroleum,196422.0,0.0178839590443686,3.5128030034129694
2016,Texas,TX,Solar Thermal and Photovoltaic,730810.0,0.358,261.62998
2016,Texas,TX,Other Biomass,735042.0,0.073,53.658066
2016,Texas,TX,Wind,57530784.0,0.178,10240.479552
2016,Utah,UT,Coal,25939443.0,0.007199618850130788,186.75410278469312
2016,Utah,UT,Geothermal,485094.0,0.071,34.441674
2016,Utah,UT,Hydroelectric Conventional,759542.0,0.048,36.458016
2016,Utah,UT,Natural Gas,8691320.0,0.009795221843003413,85.13340750853241
2016,Utah,UT,Petroleum,31552.0,0.0178839590443686,0.5642746757679181
2016,Utah,UT,Solar Thermal and Photovoltaic,1053661.0,0.358,377.210638
2016,Utah,UT,Other Biomass,84084.0,0.073,6.138132
2016,Utah,UT,Wind,822282.0,0.178,146.366196
2016,Virginia,VA,Coal,16499412.0,0.007199618850130788,118.78947765127413
2016,Virginia,VA,Hydroelectric Conventional,1471462.0,0.048,70.630176
2016,Virginia,VA,Natural Gas,40904843.0,0.009795221843003413,400.6720116382253
2016,Virginia,VA,Petroleum,535420.0,0.0178839590443686,9.575429351535837
2016,Virginia,VA,Solar Thermal and Photovoltaic,20908.0,0.358,7.485064
2016,Virginia,VA,Other Biomass,1105805.0,0.073,80.723765
2016,Vermont,VT,Hydroelectric Conventional,1077517.0,0.048,51.720816
2016,Vermont,VT,Natural Gas,1965.0,0.009795221843003413,0.019247610921501707
2016,Vermont,VT,Petroleum,4017.0,0.0178839590443686,0.07183986348122866
2016,Vermont,VT,Solar Thermal and Photovoltaic,59031.0,0.358,21.133098
2016,Vermont,VT,Other Biomass,15631.0,0.073,1.141063
2016,Vermont,VT,Wind,291182.0,0.178,51.830396
2016,Washington,WA,Coal,4601726.0,0.007199618850130788,33.130673252736955
2016,Washington,WA,Hydroelectric Conventional,78345809.0,0.048,3760.598832
2016,Washington,WA,Natural Gas,10982195.0,0.009795221843003413,107.57303634812287
2016,Washington,WA,Petroleum,22018.0,0.0178839590443686,0.3937690102389078
2016,Washington,WA,Solar Thermal and Photovoltaic,727.0,0.358,0.260266
2016,Washington,WA,Other Biomass,299322.0,0.073,21.850506
2016,Washington,WA,Wind,8041847.0,0.178,1431.448766
2016,Wisconsin,WI,Coal,33362841.0,0.007199618850130788,240.1997389575163
2016,Wisconsin,WI,Hydroelectric Conventional,2795258.0,0.048,134.172384
2016,Wisconsin,WI,Natural Gas,15472759.0,0.009795221843003413,151.55910692832765
2016,Wisconsin,WI,Petroleum,147111.0,0.0178839590443686,2.6309270989761093
2016,Wisconsin,WI,Solar Thermal and Photovoltaic,2671.0,0.358,0.956218
2016,Wisconsin,WI,Other Biomass,590152.0,0.073,43.081096
2016,Wisconsin,WI,Wind,1515261.0,0.178,269.716458
2016,West Virginia,WV,Coal,71512961.0,0.007199618850130788,514.8660620442679
2016,West Virginia,WV,Hydroelectric Conventional,1638247.0,0.048,78.635856
2016,West Virginia,WV,Natural Gas,1224567.0,0.009795221843003413,11.99490542662116
2016,West Virginia,WV,Petroleum,122669.0,0.0178839590443686,2.193807372013652
2016,West Virginia,WV,Wind,1432154.0,0.178,254.923412
2016,Wyoming,WY,Coal,40026874.0,0.007199618850130788,288.17823656221
2016,Wyoming,WY,Hydroelectric Conventional,973488.0,0.048,46.727424
2016,Wyoming,WY,Natural Gas,788143.0,0.009795221843003413,7.720035529010239
2016,Wyoming,WY,Petroleum,55636.0,0.0178839590443686,0.9949919453924914
2016,Wyoming,WY,Wind,4389338.0,0.178,781.302164
2017,Alaska,AK,Coal,555707.0,0.007029011768374135,3.9060710427678855
2017,Alaska,AK,Hydroelectric Conventional,1643670.0,0.049,80.53983
2017,Alaska,AK,Natural Gas,3234868.0,0.011501706484641638,37.20650225255973
2017,Alaska,AK,Petroleum,880682.0,0.024232081911262797,21.340758361774743
2017,Alaska,AK,Other Biomass,43562.0,0.073,3.180026
2017,Alaska,AK,Wind,141687.0,0.171,24.228477
2017,Alabama,AL,Coal,31440401.0,0.007029011768374135,220.99494863140194
2017,Alabama,AL,Hydroelectric Conventional,9237323.0,0.049,452.628827
2017,Alabama,AL,Natural Gas,52983663.0,0.011501706484641638,609.4025403071672
2017,Alabama,AL,Petroleum,35708.0,0.024232081911262797,0.865279180887372
2017,Alabama,AL,Solar Thermal and Photovoltaic,180688.0,0.299,54.025712
2017,Alabama,AL,Other Biomass,41352.0,0.073,3.018696
2017,Arkansas,AR,Coal,26285435.0,0.007029011768374135,184.7606319518334
2017,Arkansas,AR,Hydroelectric Conventional,2943309.0,0.049,144.222141
2017,Arkansas,AR,Natural Gas,17314370.0,0.011501706484641638,199.14480170648466
2017,Arkansas,AR,Petroleum,48979.0,0.024232081911262797,1.1868631399317404
2017,Arkansas,AR,Solar Thermal and Photovoltaic,30812.0,0.299,9.212788
2017,Arkansas,AR,Other Biomass,105101.0,0.073,7.672372999999999
2017,Arizona,AZ,Coal,31396138.0,0.007029011768374135,220.6838234834984
2017,Arizona,AZ,Hydroelectric Conventional,6831891.0,0.049,334.762659
2017,Arizona,AZ,Natural Gas,29590699.0,0.011501706484641638,340.34353457337886
2017,Arizona,AZ,Petroleum,56729.0,0.024232081911262797,1.3746617747440273
2017,Arizona,AZ,Solar Thermal and Photovoltaic,4942001.0,0.299,1477.658299
2017,Arizona,AZ,Other Biomass,38730.0,0.073,2.82729
2017,Arizona,AZ,Wind,569934.0,0.171,97.45871400000001
2017,California,CA,Coal,291092.0,0.007029011768374135,2.046089093679564
2017,California,CA,Geothermal,11559600.0,0.075,866.97
